model,cv_mean,cv_std,cv_min,cv_max
random_forest,0.6451926384588923,0.04148273425624217,0.5921052631578947,0.7039473684210527
logistic_regression,0.4795923632610939,0.033689077672505265,0.42105263157894735,0.5131578947368421
